gene	Knum
NODE_92_length_9581_cov_858.465383_g52_i0.p1	K20478
NODE_9300_length_1695_cov_44.352287_g6393_i0.p1	K15290
NODE_9300_length_1695_cov_44.352287_g6393_i0.p7	K14191
NODE_9301_length_1695_cov_11.399876_g6394_i0.p1	K07494
NODE_9302_length_1695_cov_10.026576_g6395_i0.p1	K03546
NODE_9303_length_1694_cov_725.359926_g6396_i0.p1	K15381
NODE_9304_length_1694_cov_265.225727_g6397_i0.p1	K04728
NODE_9306_length_1694_cov_25.675325_g6399_i0.p3	K09291
NODE_9306_length_1694_cov_25.675325_g6399_i0.p1	K24852
NODE_9307_length_1693_cov_5513.359530_g258_i1.p4	K25611
NODE_9307_length_1693_cov_5513.359530_g258_i1.p3	K21392
NODE_9308_length_1693_cov_4458.556931_g6400_i0.p1	K01210
NODE_9309_length_1693_cov_1880.113861_g6401_i0.p1	K15015
NODE_930_length_4398_cov_472.162925_g608_i1.p1	K01870
NODE_9310_length_1693_cov_1807.957921_g6402_i0.p1	K15187
NODE_9311_length_1693_cov_17.845297_g6403_i0.p1	K10143
NODE_9311_length_1693_cov_17.845297_g6403_i0.p5	K03469
NODE_9312_length_1693_cov_10.112005_g6404_i0.p1	K01890
NODE_9313_length_1692_cov_18786.064396_g6405_i0.p1	K10408
NODE_9314_length_1692_cov_4429.311455_g6406_i0.p1	K12854
NODE_9315_length_1692_cov_1640.861300_g6407_i0.p3	K07889
NODE_9315_length_1692_cov_1640.861300_g6407_i0.p4	K19030
NODE_9316_length_1692_cov_824.886068_g6161_i1.p2	K22518
NODE_9316_length_1692_cov_824.886068_g6161_i1.p1	K16725
NODE_9317_length_1692_cov_678.545511_g2617_i2.p1	K01756
NODE_9318_length_1692_cov_674.960991_g6408_i0.p1	K05350
NODE_9319_length_1692_cov_630.690402_g6365_i1.p5	K01634
NODE_9319_length_1692_cov_630.690402_g6365_i1.p4	K06696
NODE_931_length_4398_cov_62.132840_g609_i0.p1	K03469
NODE_9320_length_1692_cov_243.678638_g6409_i0.p1	K22600
NODE_9321_length_1692_cov_217.125077_g6410_i0.p1	K01730
NODE_9321_length_1692_cov_217.125077_g6410_i0.p2	K26109
NODE_9322_length_1692_cov_201.707121_g6411_i0.p1	K20276
NODE_9323_length_1692_cov_58.248916_g6150_i1.p1	K04744
NODE_9324_length_1692_cov_58.231579_g232_i7.p1	K03469
NODE_9325_length_1692_cov_11.240248_g6412_i0.p1	K03469
NODE_9326_length_1691_cov_1989.911400_g6413_i0.p5	K03686
NODE_9326_length_1691_cov_1989.911400_g6413_i0.p1	K11295
NODE_9327_length_1691_cov_1339.194548_g6414_i0.p1	K14964
NODE_9328_length_1691_cov_691.843247_g6252_i1.p1	K07030
NODE_9329_length_1691_cov_560.729244_g6415_i0.p1	K14768
NODE_932_length_4397_cov_174.190972_g610_i0.p1	K13849
NODE_9330_length_1691_cov_474.449814_g5087_i1.p1	K13110
NODE_9331_length_1691_cov_297.638166_g6416_i0.p1	K09510
NODE_9332_length_1691_cov_189.778191_g6417_i0.p2	K01897
NODE_9332_length_1691_cov_189.778191_g6417_i0.p1	K06713
NODE_9333_length_1690_cov_2475.367638_g6418_i0.p1	K19749
NODE_9334_length_1690_cov_2351.017359_g1668_i2.p1	K00710
NODE_9335_length_1690_cov_55.577185_g6419_i0.p1	K11869
NODE_9336_length_1690_cov_10.449473_g6420_i0.p1	K00382
NODE_9337_length_1690_cov_7.460012_g6421_i0.p1	K10413
NODE_9338_length_1689_cov_12786.619727_g3494_i1.p1	K0737
NODE_9339_length_1689_cov_3440.813896_g6422_i0.p1	K11068
NODE_933_length_4396_cov_1384.061357_g611_i0.p1	K20283
NODE_9340_length_1689_cov_469.069479_g6423_i0.p1	K10626
NODE_9341_length_1689_cov_241.929280_g6424_i0.p1	K23573
NODE_9342_length_1689_cov_213.544045_g6425_i0.p1	K07710
NODE_9344_length_1689_cov_69.691687_g6427_i0.p1	K00812
NODE_9345_length_1689_cov_5.028536_g6428_i0.p1	K14776
NODE_9346_length_1689_cov_4.768610_g6429_i0.p1	K01710
NODE_9347_length_1688_cov_796.813160_g1774_i17.p5	K21412
NODE_9347_length_1688_cov_796.813160_g1774_i17.p4	K05641
NODE_9348_length_1688_cov_565.169460_g6430_i0.p2	K08358
NODE_9348_length_1688_cov_565.169460_g6430_i0.p1	K11271
NODE_934_length_4396_cov_54.023154_g353_i2.p1	K03469
NODE_9350_length_1688_cov_401.146493_g6431_i0.p1	K0818
NODE_9351_length_1688_cov_236.662942_g6432_i0.p1	K08202
NODE_9352_length_1688_cov_145.841713_g5226_i1.p1	K00962
NODE_9354_length_1687_cov_9573.435404_g6434_i0.p1	K03529
NODE_9355_length_1687_cov_7041.768323_g1665_i4.p2	K02976
NODE_9355_length_1687_cov_7041.768323_g1665_i4.p1	K18329
NODE_9356_length_1687_cov_5491.976398_g6435_i0.p1	K01257
NODE_9357_length_1687_cov_5044.035404_g4240_i2.p1	K10421
NODE_9358_length_1687_cov_2790.109938_g6436_i0.p1	K11498
NODE_9359_length_1687_cov_1025.501863_g6437_i0.p1	K07520
NODE_935_length_4396_cov_47.852975_g612_i0.p1	K20276
NODE_9360_length_1687_cov_976.062112_g6438_i0.p1	K12488
NODE_9361_length_1687_cov_437.567081_g6439_i0.p1	K17570
NODE_9362_length_1687_cov_16.204969_g4104_i1.p1	K18032
NODE_9363_length_1686_cov_7175.617775_g2922_i2.p1	K03529
NODE_9364_length_1686_cov_2720.247980_g6440_i0.p1	K08864
NODE_9365_length_1686_cov_235.244251_g6441_i0.p1	K10260
NODE_9366_length_1686_cov_89.576134_g6442_i0.p1	K20283
NODE_9367_length_1686_cov_82.766314_g6442_i1.p1	K20283
NODE_9368_length_1686_cov_35.727781_g5862_i1.p1	K00712
NODE_9369_length_1686_cov_12.432567_g6443_i0.p1	K20478
NODE_936_length_4395_cov_28.924734_g613_i0.p1	K21449
NODE_936_length_4395_cov_28.924734_g613_i0.p5	K10589
NODE_936_length_4395_cov_28.924734_g613_i0.p3	K01873
NODE_9370_length_1686_cov_12.265382_g5582_i2.p1	K20283
NODE_9370_length_1686_cov_12.265382_g5582_i2.p4	K19041
NODE_9371_length_1686_cov_5.024860_g6444_i0.p2	K15304
NODE_9372_length_1685_cov_2168.365050_g4294_i1.p1	K23354
NODE_9373_length_1685_cov_2004.006219_g6445_i0.p1	K01810
NODE_9374_length_1685_cov_943.513682_g6446_i0.p1	K13807
NODE_9375_length_1685_cov_920.800995_g6446_i1.p1	K13807
NODE_9376_length_1685_cov_830.828980_g6447_i0.p1	K20478
NODE_9377_length_1685_cov_184.391169_g6448_i0.p1	K01046
NODE_9378_length_1685_cov_124.357587_g6448_i1.p1	K01046
NODE_9379_length_1685_cov_36.393035_g6449_i0.p1	K03583
NODE_937_length_4389_cov_701.991419_g614_i0.p1	K11862
NODE_9380_length_1685_cov_28.731343_g6450_i0.p1	K03086
NODE_9381_length_1685_cov_9.454602_g6451_i0.p1	K06478
NODE_9382_length_1685_cov_8.277985_g6452_i0.p1	K00490
NODE_9383_length_1685_cov_4.626866_g6453_i0.p1	K10772
NODE_9384_length_1684_cov_3632.665215_g6307_i1.p1	K07456
NODE_9384_length_1684_cov_3632.665215_g6307_i1.p4	K01066
NODE_9385_length_1684_cov_2455.530803_g50_i7.p1	K03353
NODE_9386_length_1684_cov_1027.862477_g6454_i0.p1	K10408
NODE_9388_length_1684_cov_15.863721_g6456_i0.p1	K02316
NODE_9389_length_1684_cov_7.434350_g6457_i0.p1	K23368
NODE_938_length_4389_cov_450.716141_g615_i0.p3	K20276
NODE_938_length_4389_cov_450.716141_g615_i0.p7	K06985
NODE_938_length_4389_cov_450.716141_g615_i0.p1	K10841
NODE_938_length_4389_cov_450.716141_g615_i0.p1	K07586
NODE_9390_length_1684_cov_7.098942_g6458_i0.p1	K21436
NODE_9390_length_1684_cov_7.098942_g6458_i0.p2	K17541
NODE_9391_length_1683_cov_23857.238481_g6459_i0.p2	K03704
NODE_9392_length_1683_cov_9122.195517_g6460_i0.p1	K02519
NODE_9393_length_1683_cov_4022.052304_g6461_i0.p1	K19605
NODE_9394_length_1683_cov_2551.527397_g6462_i0.p6	K19352
NODE_9395_length_1683_cov_2524.998132_g6463_i0.p1	K08829
NODE_9396_length_1683_cov_673.584682_g6464_i0.p1	K00679
NODE_9397_length_1683_cov_170.202366_g6465_i0.p1	K17973
NODE_9398_length_1683_cov_92.724782_g6466_i0.p1	K17609
NODE_9399_length_1682_cov_4671.204984_g6467_i0.p1	K17943
NODE_9399_length_1682_cov_4671.204984_g6467_i0.p3	K20478
NODE_939_length_4387_cov_1490.700696_g616_i0.p1	K11498
NODE_93_length_9553_cov_263.778071_g53_i0.p1	K21767
NODE_9400_length_1682_cov_1471.132710_g6468_i0.p1	K10807
NODE_9401_length_1682_cov_719.783801_g34_i1.p1	K10408
NODE_9402_length_1682_cov_29.877882_g6469_i0.p1	K06115
NODE_9403_length_1682_cov_22.087850_g6470_i0.p1	K10997
NODE_9404_length_1682_cov_13.251090_g6471_i0.p1	K07494
NODE_9405_length_1682_cov_7.770717_g6472_i0.p1	K00864
NODE_9406_length_1681_cov_3109.704489_g6473_i0.p1	K20361
NODE_9407_length_1681_cov_2345.481920_g6474_i0.p1	K03687
NODE_9407_length_1681_cov_2345.481920_g6474_i0.p2	K06115
NODE_9408_length_1681_cov_892.503741_g6475_i0.p1	K20478
NODE_9409_length_1681_cov_451.989401_g2537_i1.p1	K19127
NODE_940_length_4387_cov_182.935963_g617_i0.p2	K2139
NODE_9410_length_1681_cov_116.818579_g6476_i0.p1	K07126
NODE_9411_length_1681_cov_77.910848_g6477_i0.p7	K08045
NODE_9412_length_1680_cov_5660.431691_g5393_i1.p1	K08331
NODE_9414_length_1680_cov_975.121647_g6479_i0.p1	K19538
NODE_9415_length_1680_cov_602.381784_g6480_i0.p1	K08328
NODE_9416_length_1680_cov_347.970680_g6481_i0.p1	K10383
NODE_9417_length_1680_cov_332.419838_g3559_i2.p1	K08057
NODE_9418_length_1680_cov_129.199002_g4290_i1.p1	K00888
NODE_9419_length_1680_cov_119.781036_g4290_i2.p1	K02337
NODE_941_length_4386_cov_110.868415_g618_i0.p1	K20276
NODE_9420_length_1680_cov_22.114785_g6482_i0.p1	K08796
NODE_9421_length_1680_cov_14.688085_g6483_i0.p1	K03770
NODE_9422_length_1679_cov_11466.187890_g4197_i1.p5	K10778
NODE_9424_length_1679_cov_2677.122971_g6485_i0.p1	K00430
NODE_9425_length_1679_cov_1159.988140_g6486_i0.p1	K12323
NODE_9427_length_1679_cov_346.029338_g6487_i0.p1	K24224
NODE_9428_length_1679_cov_114.830836_g1494_i3.p3	K00965
NODE_9429_length_1679_cov_54.339576_g6488_i0.p1	K00986
NODE_942_length_4385_cov_2691.303621_g619_i0.p8	K17413
NODE_942_length_4385_cov_2691.303621_g619_i0.p4	K07612
NODE_942_length_4385_cov_2691.303621_g619_i0.p7	K05053
NODE_942_length_4385_cov_2691.303621_g619_i0.p1	K12392
NODE_9431_length_1679_cov_9.973159_g6490_i0.p1	K08483
NODE_9431_length_1679_cov_9.973159_g6490_i0.p3	K03583
NODE_9432_length_1679_cov_8.716604_g6491_i0.p1	K09969
NODE_9433_length_1678_cov_3070.219863_g4157_i2.p1	K16608
NODE_9434_length_1678_cov_2422.757027_g6492_i0.p1	K17902
NODE_9434_length_1678_cov_2422.757027_g6492_i0.p3	K19410
NODE_9435_length_1678_cov_2019.104934_g6493_i0.p1	K02350
NODE_9436_length_1678_cov_1983.826359_g6494_i0.p2	K24051
NODE_9437_length_1678_cov_152.364772_g6199_i1.p1	K15196
NODE_9438_length_1678_cov_46.608370_g6495_i0.p1	K12619
NODE_9438_length_1678_cov_46.608370_g6495_i0.p3	K12323
NODE_9439_length_1678_cov_7.570893_g6496_i0.p1	K11835
NODE_943_length_4384_cov_187.438588_g620_i0.p1	K02338
NODE_9440_length_1677_cov_4399.818750_g6497_i0.p3	K01937
NODE_9440_length_1677_cov_4399.818750_g6497_i0.p1	K1
NODE_9441_length_1677_cov_2167.233125_g6498_i0.p1	K20478
NODE_9442_length_1677_cov_1149.760625_g6499_i0.p1	K13412
NODE_9443_length_1677_cov_771.965000_g6500_i0.p1	K01148
NODE_9444_length_1677_cov_246.351250_g6501_i0.p1	K0065
NODE_9445_length_1677_cov_154.369375_g6502_i0.p1	K24279
NODE_9446_length_1677_cov_106.586875_g6503_i0.p1	K21357
NODE_9448_length_1677_cov_70.215625_g6504_i0.p1	K03469
NODE_9450_length_1677_cov_36.538125_g6506_i0.p1	K01156
NODE_9452_length_1676_cov_7415.304565_g5805_i1.p1	K01365
NODE_9453_length_1676_cov_3327.992495_g6508_i0.p1	K22615
NODE_9454_length_1676_cov_3040.763602_g6509_i0.p1	K17681
NODE_9457_length_1676_cov_615.210131_g6511_i0.p1	K00521
NODE_9458_length_1676_cov_587.796123_g6512_i0.p1	K14772
NODE_9459_length_1676_cov_288.648530_g6513_i0.p1	K24815
NODE_945_length_4381_cov_30.353160_g622_i0.p1	K03529
NODE_9460_length_1676_cov_256.332083_g6514_i0.p1	K13535
NODE_9461_length_1676_cov_252.992495_g6513_i1.p1	K14462
NODE_9462_length_1676_cov_156.610381_g88_i9.p1	K08060
NODE_9463_length_1676_cov_4.961226_g6515_i0.p3	K13167
NODE_9464_length_1675_cov_2208.056320_g6516_i0.p1	K23330
NODE_9465_length_1675_cov_159.822904_g6517_i0.p1	K10879
NODE_9466_length_1675_cov_95.767835_g4254_i1.p1	K09580
NODE_9467_length_1675_cov_57.707760_g6518_i0.p1	K20276
NODE_9468_length_1675_cov_34.867960_g825_i14.p1	K0748
NODE_9469_length_1675_cov_23.314768_g6519_i0.p1	K12478
NODE_946_length_4381_cov_29.153578_g622_i1.p1	K02331
NODE_9470_length_1675_cov_12.886733_g6520_i0.p1	K16195
NODE_9471_length_1675_cov_12.881727_g6521_i0.p1	K04498
NODE_9472_length_1675_cov_11.921777_g5683_i1.p1	K03719
NODE_9473_length_1674_cov_1168.830933_g6522_i0.p1	K12617
NODE_9473_length_1674_cov_1168.830933_g6522_i0.p2	K04646
NODE_9476_length_1674_cov_231.682530_g6525_i0.p4	K09273
NODE_9476_length_1674_cov_231.682530_g6525_i0.p1	K02310
NODE_9477_length_1674_cov_214.284909_g4648_i1.p3	K18468
NODE_9477_length_1674_cov_214.284909_g4648_i1.p4	K06642
NODE_9478_length_1674_cov_130.493425_g6526_i0.p1	K14207
NODE_9479_length_1674_cov_80.930495_g825_i15.p2	K0749
NODE_947_length_4378_cov_1248.273192_g623_i0.p5	K11498
NODE_947_length_4378_cov_1248.273192_g623_i0.p1	K1039
NODE_9480_length_1674_cov_32.093926_g4779_i3.p4	K17542
NODE_9482_length_1674_cov_9.305573_g6528_i0.p1	K03469
NODE_9483_length_1673_cov_26380.499373_g38_i6.p5	K01897
NODE_9484_length_1673_cov_6706.267544_g6529_i0.p1	K24943
NODE_9485_length_1673_cov_4841.520677_g6530_i0.p1	K01720
NODE_9486_length_1673_cov_951.713659_g6531_i0.p2	K03070
NODE_9486_length_1673_cov_951.713659_g6531_i0.p1	K02183
NODE_9487_length_1673_cov_399.897870_g6532_i0.p1	K01023
NODE_9488_length_1673_cov_300.031328_g6533_i0.p1	K08864
NODE_9489_length_1673_cov_137.994987_g6534_i0.p1	K07718
NODE_9490_length_1673_cov_29.790727_g6535_i0.p1	K23286
NODE_9491_length_1672_cov_27078.136050_g2622_i1.p1	K01408
NODE_9492_length_1672_cov_26794.471473_g2622_i2.p1	K01408
NODE_9493_length_1672_cov_8479.483386_g2399_i5.p1	K09228
NODE_9493_length_1672_cov_8479.483386_g2399_i5.p2	K19526
NODE_9494_length_1672_cov_4024.819436_g6536_i0.p1	K24223
NODE_9495_length_1672_cov_743.473354_g6537_i0.p1	K21954
NODE_9496_length_1672_cov_738.114107_g6538_i0.p1	K04257
NODE_9497_length_1672_cov_602.409404_g6539_i0.p1	K04574
NODE_9498_length_1672_cov_480.580564_g6540_i0.p1	K12484
NODE_9499_length_1672_cov_75.843887_g6541_i0.p1	K03469
NODE_949_length_4372_cov_202.302910_g625_i0.p1	K20276
NODE_94_length_9497_cov_1039.709342_g54_i0.p2	K10408
NODE_9500_length_1672_cov_59.331661_g6542_i0.p1	K18040
NODE_9502_length_1672_cov_14.622571_g6544_i0.p1	K03902
NODE_9503_length_1672_cov_9.918495_g6545_i0.p1	K07605
NODE_9504_length_1671_cov_7300.636763_g4135_i1.p4	K09250
NODE_9504_length_1671_cov_7300.636763_g4135_i1.p1	K18826
NODE_9505_length_1671_cov_3294.911543_g6546_i0.p1	K23398
NODE_9506_length_1671_cov_1557.195107_g6547_i0.p1	K19219
NODE_9506_length_1671_cov_1557.195107_g6547_i0.p2	K09667
NODE_9507_length_1671_cov_1440.211418_g6548_i0.p1	K20478
NODE_9509_length_1671_cov_398.579046_g6550_i0.p1	K05294
NODE_950_length_4371_cov_74.292967_g626_i0.p2	K21449
NODE_950_length_4371_cov_74.292967_g626_i0.p1	K20276
NODE_9510_length_1671_cov_303.571518_g6551_i0.p1	K18727
NODE_9511_length_1671_cov_180.383940_g6552_i0.p1	K23718
NODE_9513_length_1671_cov_96.980552_g6553_i0.p1	K08238
NODE_9514_length_1671_cov_40.268507_g6554_i0.p1	K16599
NODE_9515_length_1671_cov_21.422836_g6555_i0.p1	K02470
NODE_9516_length_1671_cov_7.920326_g5712_i1.p1	K1807
NODE_9517_length_1671_cov_6.799875_g3626_i2.p2	K10413
NODE_9517_length_1671_cov_6.799875_g3626_i2.p1	K16210
NODE_9518_length_1670_cov_4839.360954_g6556_i0.p1	K16728
NODE_9519_length_1670_cov_4502.229127_g6557_i0.p1	K17943
NODE_951_length_4370_cov_114.938272_g627_i0.p1	K20478
NODE_951_length_4370_cov_114.938272_g627_i0.p3	K07190
NODE_9520_length_1670_cov_2435.001255_g1213_i3.p1	K10885
NODE_9521_length_1670_cov_800.373509_g1774_i18.p5	K21412
NODE_9521_length_1670_cov_800.373509_g1774_i18.p4	K05641
NODE_9522_length_1670_cov_429.050847_g6558_i0.p1	K20478
NODE_9523_length_1670_cov_250.824231_g6513_i2.p1	K14462
NODE_9524_length_1670_cov_174.275581_g6559_i0.p4	K04962
NODE_9524_length_1670_cov_174.275581_g6559_i0.p2	K03362
NODE_9526_length_1670_cov_143.033898_g3536_i3.p2	K12035
NODE_9528_length_1670_cov_24.230383_g6562_i0.p1	K09380
NODE_9529_length_1670_cov_9.148148_g6563_i0.p1	K12485
NODE_952_length_4370_cov_21.773818_g628_i0.p1	K03469
NODE_9530_length_1669_cov_4080.508794_g2705_i1.p2	K11499
NODE_9531_length_1669_cov_3755.922111_g6564_i0.p1	K02542
NODE_9532_length_1669_cov_3484.201005_g4887_i1.p1	K08027
NODE_9532_length_1669_cov_3484.201005_g4887_i1.p2	K04398
NODE_9533_length_1669_cov_2881.108040_g411_i2.p3	K22649
NODE_9533_length_1669_cov_2881.108040_g411_i2.p1	K20478
NODE_9534_length_1669_cov_2734.131910_g6565_i0.p1	K25100
NODE_9535_length_1669_cov_2373.052136_g5701_i1.p1	K01676
NODE_9536_length_1669_cov_275.708543_g6566_i0.p1	K16775
NODE_9537_length_1669_cov_132.331658_g6567_i0.p1	K02690
NODE_9538_length_1669_cov_66.767588_g6568_i0.p1	K18405
NODE_9539_length_1669_cov_23.825377_g6569_i0.p1	K03086
NODE_9540_length_1669_cov_21.027638_g6570_i0.p1	K17388
NODE_9541_length_1669_cov_12.778266_g6571_i0.p1	K03583
NODE_9542_length_1669_cov_9.577889_g6572_i0.p1	K03469
NODE_9543_length_1669_cov_7.513819_g6573_i0.p4	K10352
NODE_9543_length_1669_cov_7.513819_g6573_i0.p3	K04460
NODE_9544_length_1668_cov_11068.794469_g428_i11.p1	K20478
NODE_9545_length_1668_cov_9040.134507_g6460_i1.p1	K02519
NODE_9546_length_1668_cov_8866.044626_g6574_i0.p4	K24253
NODE_9546_length_1668_cov_8866.044626_g6574_i0.p1	K02149
NODE_9547_length_1668_cov_2201.140163_g6575_i0.p1	K11153
NODE_9547_length_1668_cov_2201.140163_g6575_i0.p2	K05271
NODE_9548_length_1668_cov_2046.834067_g6576_i0.p1	K08773
NODE_9549_length_1668_cov_270.416091_g6577_i0.p1	K10260
NODE_954_length_4365_cov_2751.494170_g629_i0.p1	K14322
NODE_9550_length_1668_cov_81.258957_g6339_i1.p1	K03469
NODE_9551_length_1668_cov_69.371464_g6578_i0.p1	K11848
NODE_9552_length_1668_cov_13.238843_g6579_i0.p1	K00546
NODE_9553_length_1668_cov_12.637964_g6580_i0.p1	K21436
NODE_9554_length_1668_cov_7.932747_g6581_i0.p1	K20049
NODE_9555_length_1667_cov_8772.183648_g6582_i0.p1	K06630
NODE_9555_length_1667_cov_8772.183648_g6582_i0.p2	K10352
NODE_9556_length_1667_cov_5021.155975_g594_i7.p1	K19529
NODE_9557_length_1667_cov_3627.881761_g6583_i0.p1	K16575
NODE_9558_length_1667_cov_3322.347170_g6584_i0.p2	K12796
NODE_9558_length_1667_cov_3322.347170_g6584_i0.p1	K24220
NODE_9559_length_1667_cov_3071.592453_g6585_i0.p1	K08115
NODE_955_length_4357_cov_23.161916_g630_i0.p1	K10358
NODE_9560_length_1667_cov_2249.823270_g4355_i2.p1	K14326
NODE_9561_length_1667_cov_1870.268553_g4173_i1.p1	K08573
NODE_9562_length_1667_cov_1042.264780_g6586_i0.p1	K11068
NODE_9565_length_1667_cov_16.205660_g6589_i0.p1	K03469
NODE_9566_length_1667_cov_3.320755_g6590_i0.p1	K01890
NODE_9567_length_1666_cov_1790.660793_g6591_i0.p1	K08114
NODE_9568_length_1666_cov_1405.400881_g6592_i0.p5	K13412
NODE_9568_length_1666_cov_1405.400881_g6592_i0.p1	K13412
NODE_9569_length_1666_cov_1346.916300_g360_i11.p1	K13171
NODE_956_length_4355_cov_175.752688_g631_i0.p1	K11126
NODE_9570_length_1666_cov_649.325991_g6593_i0.p5	K04235
NODE_9570_length_1666_cov_649.325991_g6593_i0.p1	K24091
NODE_9571_length_1666_cov_461.100063_g6594_i0.p1	K14972
NODE_9571_length_1666_cov_461.100063_g6594_i0.p3	K10315
NODE_9572_length_1666_cov_219.146633_g6595_i0.p1	K20276
NODE_9573_length_1666_cov_27.057898_g6562_i1.p1	K10408
NODE_9574_length_1666_cov_23.568911_g5378_i1.p2	K09371
NODE_9574_length_1666_cov_23.568911_g5378_i1.p4	K03469
NODE_9575_length_1666_cov_13.031466_g6596_i0.p1	K13796
NODE_9576_length_1666_cov_10.789805_g6597_i0.p1	K01200
NODE_9577_length_1666_cov_5.921963_g6598_i0.p4	K03406
NODE_9577_length_1666_cov_5.921963_g6598_i0.p5	K12813
NODE_9578_length_1665_cov_4584.178841_g1813_i1.p1	K17616
NODE_9579_length_1665_cov_4402.778338_g1813_i2.p1	K17616
NODE_957_length_4355_cov_98.216456_g252_i2.p1	K20276
NODE_957_length_4355_cov_98.216456_g252_i2.p2	K02338
NODE_9580_length_1665_cov_2185.054156_g6599_i0.p1	K11968
NODE_9581_length_1665_cov_504.717884_g6600_i0.p1	K21867
NODE_9582_length_1665_cov_348.103904_g6601_i0.p1	K04328
NODE_9583_length_1665_cov_204.383501_g6448_i2.p1	K11718
NODE_9584_length_1665_cov_168.412469_g6602_i0.p1	K25868
NODE_9585_length_1665_cov_116.126574_g6603_i0.p1	K09675
NODE_9586_length_1665_cov_12.918136_g6604_i0.p2	K0264
NODE_9587_length_1665_cov_10.976700_g964_i3.p1	K15712
NODE_958_length_4351_cov_3663.388629_g632_i0.p1	K03260
NODE_958_length_4351_cov_3663.388629_g632_i0.p2	K20276
NODE_9590_length_1664_cov_2775.454316_g6607_i0.p2	K01104
NODE_9590_length_1664_cov_2775.454316_g6607_i0.p1	K18404
NODE_9591_length_1664_cov_1506.513548_g6608_i0.p1	K14850
NODE_9592_length_1664_cov_1503.918715_g4407_i1.p1	K09047
NODE_9592_length_1664_cov_1503.918715_g4407_i1.p5	K22679
NODE_9593_length_1664_cov_1024.645243_g6609_i0.p1	K16242
NODE_9594_length_1664_cov_863.906112_g4886_i1.p5	K13765
NODE_9594_length_1664_cov_863.906112_g4886_i1.p3	K10358
NODE_9595_length_1664_cov_785.391304_g6609_i1.p1	K16242
NODE_9597_length_1664_cov_689.071204_g6609_i2.p1	K02377
NODE_9598_length_1664_cov_666.362949_g2617_i3.p1	K01756
NODE_9599_length_1664_cov_487.730939_g6611_i0.p1	K11018
NODE_9600_length_1664_cov_299.720227_g6612_i0.p1	K2002
NODE_9601_length_1664_cov_99.964083_g6613_i0.p1	K22614
NODE_9602_length_1664_cov_45.313170_g6328_i1.p1	K11869
NODE_9603_length_1664_cov_13.902331_g6614_i0.p1	K09228
NODE_9605_length_1663_cov_5240.291299_g594_i8.p1	K08819
NODE_9606_length_1663_cov_4352.928752_g3756_i1.p4	K00337
NODE_9606_length_1663_cov_4352.928752_g3756_i1.p1	K18466
NODE_9607_length_1663_cov_2050.127364_g6616_i0.p1	K03320
NODE_9608_length_1663_cov_1831.174653_g6617_i0.p1	K03555
NODE_9609_length_1663_cov_1434.227617_g6618_i0.p1	K2002
NODE_960_length_4350_cov_338.044699_g634_i0.p1	K20276
NODE_9610_length_1663_cov_1170.334174_g6617_i1.p1	K03555
NODE_9611_length_1663_cov_635.490542_g6619_i0.p1	K20478
NODE_9612_length_1663_cov_36.887137_g6620_i0.p1	K09667
NODE_9613_length_1662_cov_6978.462461_g6621_i0.p1	K12735
NODE_9614_length_1662_cov_5629.627129_g594_i9.p1	K23966
NODE_9615_length_1662_cov_2903.477603_g4521_i1.p1	K10393
NODE_9616_length_1662_cov_2790.688328_g4521_i2.p1	K10393
NODE_9617_length_1662_cov_2666.044795_g6622_i0.p1	K07597
NODE_9618_length_1662_cov_2601.136278_g6623_i0.p1	K10779
NODE_9619_length_1662_cov_2082.930599_g2059_i1.p1	K03006
NODE_9620_length_1662_cov_142.265615_g6624_i0.p1	K06316
NODE_9621_length_1662_cov_44.138801_g6625_i0.p6	K17592
NODE_9621_length_1662_cov_44.138801_g6625_i0.p3	K01992
NODE_9622_length_1662_cov_26.339432_g6626_i0.p1	K25040
NODE_9622_length_1662_cov_26.339432_g6626_i0.p2	K06240
NODE_9623_length_1662_cov_14.711672_g6627_i0.p1	K07474
NODE_9624_length_1662_cov_13.015773_g6628_i0.p1	K09228
NODE_9625_length_1661_cov_9347.449495_g364_i2.p1	K18440
NODE_9626_length_1661_cov_89.477904_g6629_i0.p3	K04628
NODE_9626_length_1661_cov_89.477904_g6629_i0.p1	K14530
NODE_9627_length_1661_cov_49.744318_g6630_i0.p1	K04257
NODE_9628_length_1661_cov_31.443813_g6631_i0.p1	K20276
NODE_9629_length_1661_cov_25.323864_g6632_i0.p1	K14753
NODE_9629_length_1661_cov_25.323864_g6632_i0.p3	K03455
NODE_962_length_4350_cov_221.969108_g635_i1.p1	K1035
